architecture,name,description,category,link,tipo_arquitectura,services
EW4X5z7m-0U,Vanguard: A Modern Network TAP Solution for The Cloud,"Video is about network taps and related security.
    Tap: capture network traffic and send it somewhere else to use for analytics.
    Capture all the AWS traffic and send it to the legacy on-premise system.
    This video is a lot more detailed compared to other videos in the series.
    Multiple accounts are being used in this architecture.
    (ELB, EC2) represent an application account. There are many such applications.
    (Kinesis, DynamoDB) are in the security account. The two accounts interact via PrivateLink.
    Lambda@Edge is used to extract the layer 3 network info of a packet, because in later hops this info gets lost. This info is key for analytics.
    2 EC2 servers. First terminates the encrypted connection.
    Second makes Use of loopback intf. The traffic is therefore not leaving the EC2. An agent sniffs the loopback data and captures data unencrypted.
    Agent batches all data and sends to Kinesis over a PrivateLink (cross account communication through PrivateLink).
    Scaling is manual. They configure number of shards in Kinesis based on observed traffic volume.
    Handling ordering of traffic in Kinesis. All packets representing a single session must stay on a single shard. Same session - same port, so use port as hashkey for kinesis stream!
    Legacy consumers spread across mutliple datacenters. (Primary-Backup kind)
    DynamoDB is being used as sort of a locking mechanism for graceful failover. Legacy systems stay in sync with DynamoDB, so failures can be detected and failovers can be done easily.",data_ingestion,https://www.youtube.com/watch?v=EW4X5z7m-0U,Edge,"['Lambda', 'DynamoDB', 'UserConsumerWeb', 'PrivateLink', 'ThirdParty', 'EC2', 'ELB', 'Kinesis', 'CloudFront']"
XGVWdSnml6A,Toyota Research Institute: On-Demand Self-Service Portal for Data Scientists to Process Data Sets,autonomous research. ML infra. before took a week to set up now quite low using service catalog.,compute_intensive,https://www.youtube.com/watch?v=XGVWdSnml6A,Edge+HPC,"['CloudFormation', 'UserConsumerEdge', 'ThirdParty', 'FSX', 'S3', 'UserConsumerAPI', 'ServiceCatalog']"
-wLEkq21cvA,Versent: The Migration Factory,"Provide AWS Consultancy (Migration) services to users.
    This architecture is for automating migration from On-Prem to AWS.
    Note they are using AWS services to provide migration assistance to their clients. So the study categories don't fit well.",control,https://www.youtube.com/watch?v=-wLEkq21cvA,,"['DynamoDB', 'AppDiscovery', 'ThirdParty', 'EC2', 'UserCompanyAgent']"
rPGLNw1cOGM,3M: Parallel Serverless Workflows for Materials Science,"- Uses 2 different lambdas for different kinds of users: first for web users, second for providing graphQL programmatic access.",interactive,https://www.youtube.com/watch?v=rPGLNw1cOGM,Edge+HPC,"['Lambda', 'DynamoDB', 'UserConsumerWeb', 'UserCompanyAnalyst', 'CloudFront', 'Aurora']"
JYeXbUdFOdw,Noventiq: Harnessing Search and Analytics with Event-Driven Architecture on Amazon OpenSearch,1.5 billion records. get reports in seconds - reduced from 2 days. Open search analyzer to fine tune queries. event driven architecture as the 5 billion records. Graviton2 to optimize the cost. saved 20-30 percent of operational cost which is $100k.,"data_ingestion,interactive",https://www.youtube.com/watch?v=JYeXbUdFOdw,,"['Lambda', 'UserConsumerWeb', 'ThirdParty', 'OpenSearch', 'S3', 'SES', 'RDS']"
lA0lAgN0hTI,Irdeto: Multi DRM Solution with Kubernetes on Amazon EC2 and Amazon RDS,"The graph details don't quite fit the model we are following.
    Digital Rights Management System
    Owner of video/audio content can encrypt and securely pass the key to the user.
    User downloads/selects a video from the operator's web/app.
    Irdeto Control checks what exact entitlements and licenses are required. Send those to the user.",interactive,https://www.youtube.com/watch?v=lA0lAgN0hTI,,"['ThirdParty', 'EC2', 'UserConsumerWeb', 'RDS']"
dAQhNjwkOX8,Cation Consulting: How to Build a Scalable Chatbot and Deploy to Europe's Largest Airline,"aim is to create a scalable chatbot with conversational AI. make life of users easy, navigation. multiple languages.
    if answer doesnt satisfy user using Lex, the alternate flow is to go to SageMaker. if this also not good, goes to consumer service.
    110 services. 100 of thousands of conversations.","data_ingestion,interactive",https://www.youtube.com/watch?v=dAQhNjwkOX8,,"['Comprehend', 'Lambda', 'ApiGateway', 'SageMaker', 'SNS', 'OpenSearch', 'QuickSight', 'Lex', 'UserConsumerAPI', 'UserCompanyAgent', 'RDS']"
UsngU-HjH_Q,ViacomCBS: Multiplatform Distribution Powered by AWS,mass media company. global scale. most-watched network in US. largest archive in the world.cost saving. they have a come and get me model.,control,https://www.youtube.com/watch?v=UsngU-HjH_Q,,"['Lambda', 'DynamoDB', 'ApiGateway', 'UserCompanyDataStream', 'ThirdParty', 'EC2', 'S3', 'SQS', 'UserConsumerAPI']"
9qTEHITVeLE,Majid Al Futtaim: Building a Custom Data Management Solution on AWS,600 kafka topic60 TB data in S3 currently,"data_ingestion,interactive",https://www.youtube.com/watch?v=9qTEHITVeLE,,"['UserConsumerWeb', 'EMR', 'ThirdParty', 'S3', 'MSK', 'RDS', 'EKS']"
QuyZHin9B70,Veritas: Architecting a Global File System with AWS Storage and InfoScale,"veritas is an enterprise data management company. 100TB of data onpremises, but only 30TB data was essential to be migrated to cloud. Migration from onpremises to AWS. Storage tiering to save up on cost. multi region support for HA. Infoscale is a bridge between applications and infrastructure. Intelligence at application level to detect inconsistencies and replicate accordingly.",other,https://www.youtube.com/watch?v=QuyZHin9B70,,"['ThirdParty', 'EC2', 'S3', 'EBS']"
Fd2c7NDYfpo,"Publicis Sapient: A Secure, Scalable & Self-provisioning Process to Create 20,000 accounts with AWS","help clients with digital business transformation. two lambdas - one for validation, one for creation.replaces IAM with SCM for better management of organization of users. budget alarms of SES used for budget control, to limit usage.",control,https://www.youtube.com/watch?v=Fd2c7NDYfpo,,"['Lambda', 'CloudFormation', 'ApiGateway', 'Organizations', 'ThirdParty', 'SQS', 'UserCompanyDeveloper']"
Kp51k6LY-2c,Toyota Motor NA: Lake House Architecture for Data and Analytics,Converging data warehouses and data marks into the lake houseGlue has the metadata(catalog aspect of it)RDS Stores the data regarding the metricsData is stored in Parquet & Delta FS which is fastHelped with time to market and no duplicationTime saving - took only month to build an application which usually takes about a quarter or year,data_ingestion,https://www.youtube.com/watch?v=Kp51k6LY-2c,,"['Athena', 'UserCompanyDataStream', 'EC2', 'S3', 'UserCompanyAnalyst', 'RedShift', 'RDS', 'Glue']"
iwDNnyiD26M,Cedrus: Migrating a Legacy Application to a Serverless Ecosystem,moving legacy application to cloud using serverless. Appsync - good for combining multiple kinds of different data together. The video doesn't describe the use of few resources like S3 and another Lambda function.,interactive,https://www.youtube.com/watch?v=iwDNnyiD26M,,"['Lambda', 'DynamoDB', 'UserConsumerWeb', 'SNS', 'ThirdParty', 'S3', 'AppSync', 'Cognito']"
iSkWd31X7zo,TechConnect: Tech Powered Sports with IoT  Machine Learning,"IOT devices embedded in sports equipment (bat/ball) send data on which some unspecified inference work is done using an ML model.
    The results are delivered to fans, coaches, and broadcasters. Therefore, the endpoint is a UserConsumerAPI.
    The same input data is also stored in an S3 and is potentially used for updating models.","data_ingestion,compute_intensive",https://www.youtube.com/watch?v=iSkWd31X7zo,Edge,"['Firehose', 'Lambda', 'DynamoDB', 'S3', 'AppSync', 'UserConsumerIOT', 'UserConsumerAPI', 'KinesisDataStream', 'Cognito']"
1SwHH7qQ6Pc,Advance Local: Automating CrossTeam Collaboration with AWS Lambda,"SalesForce -- contains all the product information as well as creative information required to create an ad.
    Frontend app for external users (clients) is hosted on S3.
    Cognito is used to provide SSO and security.","interactive,control",https://www.youtube.com/watch?v=1SwHH7qQ6Pc,,"['Lambda', 'DynamoDB', 'ApiGateway', 'ThirdParty', 'S3', 'UserConsumerMobile', 'Cognito']"
ftIdBG-UgFY,AQR: Using ECS to Provide Dev Teams Security & Authentication on a Scalable Container Platform,"global investment management firm. Manages docker containers. 
    can deploy whatever application devs are building. service catalog kind of frontend for cloud formation.
    wanted more security on CI/CD. no need of IAM and all. reasons for service catalog.
    ability to launch more than one container. no need of ssl. 300 applications running. growing bw 5-10% per month.
    ALB and EC2 are all inside VPC.",control,https://www.youtube.com/watch?v=ftIdBG-UgFY,,"['ALB', 'ACM', 'ThirdParty', 'EC2', 'ECR', 'ECS', 'ServiceCatalog', 'VPC']"
uBiaWJbTRsE,Western Union: Using Service Catalog to Share Applications,cross border payments. multiple regions with multiple accounts. 700 - 800 products,control,https://www.youtube.com/watch?v=uBiaWJbTRsE,,"['Lambda', 'CloudFormation', 'CodePipeline', 'CodeCommit', 'ServiceCatalog', 'UserCompanyDeveloper']"
SC6n6J8Bi58,EMnify: Building a Cloud Native Mobile Network for IoT Leveraging AWSs Global Infrastructure,"Note that the IOT device is actually an EMnify SIM Card equipped device.
    There are two main flows.
    First, is when the device first connects, EMnify looks up configuration and creates a tunnel between the device and the user's backend application.
    Second, the device talks to the backend application via EMnify which ensures security and other networking features.
    Since they want global coverage, they interoperate with 540+ of network operators. The connectivity is achieved via IPX which is a global private network for roaming.
    They are using DirectConnect to have reliable connectivity with IPX across regions.",interactive,https://www.youtube.com/watch?v=SC6n6J8Bi58,Edge,"['UserConsumerDeveloper', 'ApiGateway', 'DirectConnect', 'ThirdParty', 'EC2', 'ECS', 'UserConsumerIOT', 'Aurora']"
ccPhkyPm_3w,Imperva: Building Real-Time Streaming Data Pipelines Using Amazon MSK,Application and data security. With the use of MSK the time taken to deliver the security issues to customer has been reduced from 20 min to < 3 min. Batch processing to Stream processing.,data_ingestion,https://www.youtube.com/watch?v=ccPhkyPm_3w,,"['UserCompanyDataStream', 'OpenSearch', 'S3', 'MSK', 'EMR', 'EKS']"
jpewc52m4tg,Viz ai: Improving Outcomes for Stroke Victims Using Artificial Intelligence Special Episode,"Fast processing of CT scanned images of stroke patients and classification via machine learning.
    Security is important as healthcare data is involved.
    A number of security services are shown in the graph but their exact interactions/connections are not mentioned.
    Different phases are done in different autoscaled EC2 instances so that cost can be managed -- some phases don't need a lot of compute so lighter images can be used.",compute_intensive,https://www.youtube.com/watch?v=jpewc52m4tg,Edge,"['Lambda', 'Macie', 'ThirdParty', 'EC2', 'S3', 'GuardDuty', 'SQS', 'Inspector', 'UserConsumerIOT', 'KMS', 'UserConsumerMobile', 'RDS', 'CloudFront', 'VPN']"
JiWHomdh1oI,Datacoral: Using Serverless to Create Data Pipelines,"data flow frequency every 5 mins, needs lambda for parallel compute at every 5th minute data transfer. a lot of batching. metrics are being monitored.use batch requests to parallelize things. moving over 500 billion records per month from the customer DB to RedShiftreliability: rerun jobs",data_ingestion,https://www.youtube.com/watch?v=JiWHomdh1oI,,"['Lambda', 'DynamoDB', 'UserCompanyDataStream', 'S3', 'RedShift']"
6sY0AunanlM,"NGINX: Deploy and Scale Applications with Ease Using AWS EKS, ECS and the NGINX Ingress Controller","This talks in-general about the use of ingres controller, how it helps in routing requests to multiple services using Infra as code.It does not talk about its own infra or how it handles.",control,https://www.youtube.com/watch?v=6sY0AunanlM,,"['EKS', 'ELB', 'ECR', 'UserConsumerWeb']"
6sew_hdI6cY,Triboo: Hosting Magento on Containers Italian,"Service to host e-commerce websites via Megento.
    CloudFront -> EC2 path has a proprietary load balancer in between.
    They also use EFS and NFS.
    Not explicit but looks like this is SAAS. The third EC2 instance is independently managed by them via a VPN to monitor/control the deployment.",other,https://www.youtube.com/watch?v=6sew_hdI6cY,Edge,"['Lambda', 'CloudFront', 'EC2', 'WAF', 'S3', 'OpenSearch', 'ElastiCache', 'Route53', 'RedShift', 'EFS', 'EKS', 'VPN', 'Aurora']"
Vrx9csoawWc,FINRA: Petabyte-Scale Data Analysis on AWS,Financial regulatory authority. To deal with scale - 135 Billion transactions per day. Multi peta bytes of data in S3. Presto EM to execute simple queries. Redshift to execute complex ones. Redshift did not help them fully for small queries.,data_ingestion,https://www.youtube.com/watch?v=Vrx9csoawWc,,"['UserConsumerWeb', 'ThirdParty', 'S3', 'ECS', 'RedShift', 'EMR']"
2XVgpMwY5iE,Keen Eye: Building Deep Learning Models for Digital Pathology Image Analysis,5TB of data per project30 times faster ML trainingcost reduction upto 30%need AWS to be HDS compliant - data needs to reside in same region,data_ingestion,https://www.youtube.com/watch?v=2XVgpMwY5iE,HPC,"['IAM', 'SageMaker', 'UserCompanyDataStream', 'FSX', 'S3', 'UserCompanyAgent', 'EKS']"
9Cg81Xgg7LQ,Pushpay Holdings Ltd : Strangling a Monolithic Application While Moving to Microservices on AWS,"Originally Windows + SQL server, scale up and resolve resilience issues by moving to microservices
    Platform: user management",other,https://www.youtube.com/watch?v=9Cg81Xgg7LQ,,"['DynamoDB', 'ThirdParty', 'EC2', 'XRay', 'ECS', 'Kinesis']"
F4KDOGNpSoI,Pernod Ricard: Shortening URLs on a Global Scale with Low Latency French,"Low latency URL shortening service.
    Video describes both the query, log management, and admin pipelines.
    They started with a proprietary solution but then built their AWS based architecture which is cost efficient.
    Transformation Lambda: converts IP to country, parses data like type of device, etc.","data_ingestion,interactive",https://www.youtube.com/watch?v=F4KDOGNpSoI,Edge,"['Lambda', 'Firehose', 'DynamoDB', 'ApiGateway', 'Athena', 'LambdaAtEdge', 'S3', 'UserCompanyDeveloper', 'UserConsumerMobile', 'RDS', 'CloudFront', 'Glue']"
